IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
9990,24981,8,8,Banking,Analyst,Telecom,G,Sr.Manager,Doctorate,Engineering,Jaipur,2003.0,Engineering,Jaipur,2005.0,Engineering,Kolkata,2012.0,Guwahati,Ahmedabad,1559288,N,A,6,4,0,0,2189240
9991,18514,20,19,IT-Software,Sales Execituve,Retail,O,Director,Doctorate,Economics,Mangalore,1991.0,Economics,Mangalore,1993.0,Economics,Kolkata,2000.0,Kanpur,Delhi,3316580,N,B,3,4,0,0,4477383
9992,18354,15,3,Education,Financial Analyst,Telecom,J,CA,Doctorate,Economics,Bhubaneswar,1998.0,Economics,Bhubaneswar,2000.0,Economics,Pune,2005.0,Mumbai,Guwahati,1607108,Y,Key_Performer,6,5,0,0,2249951
9994,40435,10,7,Sales,CEO,IT,P,Data Analyst,Doctorate,Others,Pune,2002.0,Engineering,Pune,2004.0,Zoology,Ahmedabad,2010.0,Ahmedabad,Mumbai,1717444,N,C,2,3,0,0,2133065
9995,16458,23,9,Analytics/BI,Scientist,Automobile,A,Data Analyst,Doctorate,Economics,Delhi,1990.0,Economics,Delhi,1992.0,Economics,Bhubaneswar,1997.0,Delhi,Jaipur,3353006,Y,B,6,4,0,0,4694208
10001,18908,17,7,Healthcare,Senior Researcher,Training,B,Consultant,Doctorate,Zoology,Ahmedabad,1996.0,Zoology,Ahmedabad,1998.0,Others,Delhi,2003.0,Bangalore,Jaipur,3072862,Y,Key_Performer,6,4,0,0,4302006
10002,43615,8,3,Analytics/BI,Data scientist,Others,H,Network Engineer,Doctorate,Statistics,Delhi,2003.0,Statistics,Delhi,2005.0,Statistics,Kolkata,2012.0,Mangalore,Delhi,1548289,Y,A,1,5,0,1,2254308
10007,59538,11,9,Others,Team Lead,Telecom,H,Product Manager,Grad,Engineering,Kolkata,2002.0,Engineering,Kolkata,2004.0,Engineering,Kolkata,2009.0,Surat,Lucknow,1974466,N,B,2,4,0,0,2468082
10008,53790,22,21,IT-Software,CEO,Others,B,Marketing Manager,Doctorate,Engineering,Ahmedabad,1989.0,Engineering,Ahmedabad,1991.0,Engineering,Jaipur,1998.0,Jaipur,Kolkata,3897244,N,D,4,4,0,1,4840377
10010,26846,6,5,HR,Scientist,Telecom,I,Others,PG,Arts,Bangalore,2008.0,Arts,Bangalore,2010.0,Arts,Bhubaneswar,2014.0,Chennai,Jaipur,1269229,N,C,1,8,0,0,1517997
10014,24753,1,1,Marketing,Project Manager,Telecom,N,Research Analyst,Grad,Mathematics,Nagpur,2011.0,Mathematics,Nagpur,2013.0,Mathematics,Mumbai,2019.0,Bhubaneswar,Bhubaneswar,531889,N,C,2,5,3,0,611672
10017,59463,17,7,Top Management,Bio statistician,IT,K,Data Analyst,PG,Engineering,Lucknow,1995.0,Engineering,Lucknow,1997.0,Engineering,Ahmedabad,2003.0,Lucknow,Bangalore,2994892,Y,Key_Performer,2,8,1,0,3953257
10020,51453,21,13,Education,Analyst,Analytics,O,Others,Doctorate,Economics,Bangalore,1993.0,Others,Bangalore,1995.0,Statistics,Kolkata,1999.0,Pune,Kanpur,2340581,Y,A,2,6,0,0,3276813
10021,29969,20,7,Others,Consultant,Training,M,Data Analyst,PG,Sociology,Ahmedabad,1992.0,Sociology,Ahmedabad,1994.0,Sociology,Bangalore,2000.0,Guwahati,Kanpur,3115179,N,D,5,4,0,0,3725754
10022,34133,9,3,Others,Team Lead,Retail,H,Director,PG,Others,Ahmedabad,2005.0,Economics,Ahmedabad,2007.0,Sociology,Ahmedabad,2011.0,Guwahati,Nagpur,1092685,Y,Key_Performer,2,7,0,0,1442344
10024,52009,15,2,Sales,Bio statistician,Automobile,D,Software Developer,Doctorate,Statistics,Jaipur,1997.0,Statistics,Jaipur,1999.0,Statistics,Lucknow,2005.0,Nagpur,Kanpur,1577576,N,C,3,3,0,0,1959349
10025,56411,13,10,Education,Senior Researcher,Automobile,H,Sr.Manager,Doctorate,Botony,Mumbai,2001.0,Botony,Mumbai,2003.0,Botony,Mumbai,2007.0,Guwahati,Kolkata,2162313,N,B,3,7,0,0,2919122
10028,49119,20,14,Banking,Sales Manager,Telecom,P,Network Engineer,Grad,Mathematics,Pune,1993.0,Mathematics,Pune,1995.0,Mathematics,Kolkata,2000.0,Kolkata,Mangalore,2423514,N,A,2,5,2,0,3029392
10030,54112,11,9,HR,Others,BFSI,K,CA,PG,Economics,Bhubaneswar,2001.0,Economics,Bhubaneswar,2003.0,Economics,Nagpur,2009.0,Chennai,Jaipur,2141166,Y,A,4,3,1,0,2826339
10033,42343,4,4,Banking,Team Lead,Retail,K,Manager,Doctorate,Arts,Nagpur,2009.0,Arts,Nagpur,2011.0,Arts,Guwahati,2016.0,Ahmedabad,Bhubaneswar,1025336,N,D,6,3,0,0,1273467
10035,11618,20,1,Sales,Sales Execituve,FMCG,G,Sr.Manager,PG,Mathematics,Mangalore,1992.0,Mathematics,Mangalore,1994.0,Mathematics,Delhi,2000.0,Pune,Bangalore,3346692,Y,D,3,6,1,0,4064222
10037,54758,10,10,Accounts,Sales Execituve,Insurance,F,Director,Grad,Others,Guwahati,2001.0,Engineering,Guwahati,2003.0,Botony,Bangalore,2010.0,Surat,Guwahati,2087846,Y,D,4,8,0,0,2458647
10038,29740,15,12,Healthcare,Senior Researcher,FMCG,J,Assistant Manager,Grad,Sociology,Nagpur,1997.0,Sociology,Nagpur,1999.0,Sociology,Jaipur,2005.0,Mangalore,Chennai,1927978,N,B,2,6,3,0,2409972
10041,19078,10,4,IT-Software,Business Analyst,Analytics,P,Manager,Doctorate,Others,Guwahati,2002.0,Statistics,Guwahati,2004.0,Zoology,Nagpur,2010.0,Kolkata,Jaipur,1588374,N,C,4,5,0,0,1972760
10043,19415,17,1,Engineering,Analyst,IT,E,Data Analyst,Grad,Economics,Lucknow,1996.0,Others,Lucknow,1998.0,Botony,Pune,2003.0,Delhi,Pune,2410870,Y,Key_Performer,4,7,1,0,3085913
10045,14850,25,2,Others,Consultant,IT,I,HR,PG,Mathematics,Delhi,1987.0,Mathematics,Delhi,1989.0,Mathematics,Guwahati,1995.0,Bhubaneswar,Pune,2966523,Y,Key_Performer,4,8,0,0,3915810
10046,56731,4,1,Others,Business Analyst,Analytics,N,Product Manager,PG,Others,Kolkata,2010.0,Statistics,Kolkata,2012.0,Sociology,Pune,2016.0,Jaipur,Ahmedabad,1433609,Y,Key_Performer,6,8,0,0,1968058
10047,27466,5,1,Healthcare,Business Analyst,Training,F,HR,PG,Engineering,Kolkata,2007.0,Engineering,Kolkata,2009.0,Engineering,Nagpur,2015.0,Chennai,Mumbai,802324,N,C,3,4,1,0,959579
10048,41797,13,3,Banking,CEO,Retail,E,Network Engineer,PG,Mathematics,Delhi,2001.0,Mathematics,Delhi,2003.0,Mathematics,Nagpur,2007.0,Bangalore,Ahmedabad,1811612,N,D,6,4,3,1,2166687
10050,49819,16,13,Marketing,Analyst,Training,K,Others,Grad,Economics,Bhubaneswar,1998.0,Economics,Bhubaneswar,2000.0,Economics,Mumbai,2004.0,Delhi,Delhi,2556397,Y,Key_Performer,3,3,0,0,3272188
10052,23783,24,22,HR,Scientist,Training,E,Web Designer,Grad,Economics,Nagpur,1990.0,Economics,Nagpur,1992.0,Economics,Ahmedabad,1996.0,Bangalore,Bangalore,2588149,N,C,4,8,0,0,2976371
10053,53220,8,3,Others,Principal Analyst,FMCG,H,Director,Grad,Mathematics,Kolkata,2005.0,Mathematics,Kolkata,2007.0,Mathematics,Ahmedabad,2012.0,Lucknow,Pune,1074710,Y,Key_Performer,4,3,0,0,1430653
10056,37059,7,1,Analytics/BI,Team Lead,Training,B,Web Designer,Grad,Economics,Kolkata,2005.0,Economics,Kolkata,2007.0,Economics,Delhi,2013.0,Jaipur,Kolkata,1373233,N,A,4,3,2,0,1785202
10060,19727,6,0,Healthcare,Consultant,Insurance,C,Director,PG,Mathematics,Ahmedabad,2006.0,Mathematics,Ahmedabad,2008.0,Mathematics,Surat,2014.0,Delhi,Mumbai,1747384,Y,D,5,6,1,0,2122023
10062,15435,10,0,Healthcare,Consultant,Automobile,P,Network Engineer,PG,Statistics,Ahmedabad,2004.0,Statistics,Ahmedabad,2006.0,Statistics,Delhi,2010.0,Nagpur,Pune,1484481,Y,C,2,5,0,0,1802753
10066,38017,19,4,Others,Consultant,Insurance,P,Data Analyst,Grad,Economics,Guwahati,1995.0,Economics,Guwahati,1997.0,Economics,Delhi,2001.0,Bhubaneswar,Nagpur,2216595,Y,B,4,7,3,0,2837241
10067,25925,13,1,Others,Sales Execituve,Analytics,O,Sr.Manager,Grad,Mathematics,Surat,2001.0,Mathematics,Surat,2003.0,Mathematics,Pune,2007.0,Surat,Chennai,1909844,Y,A,4,7,0,0,2444600
10068,13014,8,1,Banking,Consultant,Telecom,A,Others,Grad,Psychology,Ahmedabad,2004.0,Psychology,Ahmedabad,2006.0,Psychology,Bhubaneswar,2012.0,Bangalore,Surat,1245276,Y,Key_Performer,6,8,0,0,1657711
10070,38495,17,9,HR,Sales Execituve,Insurance,L,Research Analyst,Grad,Statistics,Bangalore,1997.0,Statistics,Bangalore,1999.0,Statistics,Bhubaneswar,2003.0,Mangalore,Surat,2429959,N,B,3,4,0,0,3037448
10071,49168,6,3,HR,Sales Execituve,BFSI,D,Product Manager,Grad,Engineering,Mumbai,2005.0,Engineering,Mumbai,2007.0,Engineering,Bangalore,2014.0,Jaipur,Delhi,783094,N,D,5,3,0,0,900558
10073,50019,3,1,Others,Sales Execituve,Insurance,C,Consultant,Doctorate,Chemistry,Kolkata,2011.0,Chemistry,Kolkata,2013.0,Chemistry,Kolkata,2017.0,Chennai,Jaipur,1323965,Y,C,1,5,0,0,1705266
10074,18385,21,15,Accounts,Financial Analyst,Others,K,Network Engineer,Grad,Others,Kolkata,1993.0,Arts,Kolkata,1995.0,Zoology,Kolkata,1999.0,Guwahati,Kanpur,1525994,Y,D,6,3,4,0,1797010
10076,17553,14,3,Others,Team Lead,FMCG,N,Assistant Manager,Doctorate,Others,Surat,2000.0,Economics,Surat,2002.0,Psychology,Nagpur,2006.0,Mangalore,Bhubaneswar,2449568,Y,A,2,7,0,0,3429395
10081,50209,8,6,Engineering,Senior Researcher,FMCG,K,Product Manager,Grad,Psychology,Jaipur,2003.0,Others,Jaipur,2005.0,Chemistry,Bangalore,2012.0,Lucknow,Pune,1037050,N,C,4,7,0,0,1192607
10085,21307,19,3,Marketing,Business Analyst,Aviation,K,Others,Doctorate,Mathematics,Kolkata,1995.0,Mathematics,Kolkata,1997.0,Mathematics,Mangalore,2001.0,Bhubaneswar,Jaipur,2282629,N,B,5,3,0,0,3081549
10087,41594,12,4,Healthcare,Business Analyst,Aviation,D,Assistant Manager,Doctorate,Others,Mangalore,2002.0,Economics,Mangalore,2004.0,Arts,Bhubaneswar,2008.0,Lucknow,Surat,1866673,Y,Key_Performer,6,8,0,0,2613342
10089,49477,18,10,Marketing,Head,Analytics,N,Manager,PG,Psychology,Mumbai,1996.0,Others,Mumbai,1998.0,Chemistry,Guwahati,2002.0,Ahmedabad,Guwahati,3279326,Y,Key_Performer,2,3,0,1,4328710
10091,40222,13,9,IT-Software,Consultant,IT,P,Network Engineer,Grad,Chemistry,Nagpur,1999.0,Chemistry,Nagpur,2001.0,Chemistry,Jaipur,2007.0,Bangalore,Lucknow,1862454,Y,A,3,3,0,0,2383941
10092,50468,12,12,Healthcare,Consultant,Telecom,M,Manager,Grad,Arts,Delhi,2002.0,Arts,Delhi,2004.0,Arts,Nagpur,2008.0,Jaipur,Pune,1980873,N,C,2,6,0,0,2278003
10093,56686,13,4,Accounts,Analyst,Analytics,D,Manager,PG,Engineering,Jaipur,2000.0,Engineering,Jaipur,2002.0,Engineering,Ahmedabad,2007.0,Bangalore,Bangalore,1648456,Y,Key_Performer,3,7,0,0,2175961
10097,47257,7,5,Analytics/BI,Bio statistician,Retail,N,CA,Doctorate,Mathematics,Kolkata,2006.0,Mathematics,Kolkata,2008.0,Others,Jaipur,2013.0,Jaipur,Mangalore,2087064,Y,Key_Performer,6,8,0,0,3038765
10099,19908,24,21,Engineering,Team Lead,Others,P,HR,PG,Others,Lucknow,1987.0,Engineering,Lucknow,1989.0,Mathematics,Mangalore,1996.0,Guwahati,Bangalore,2627168,Y,A,3,5,0,0,3467861
10101,33962,3,1,Marketing,Sales Manager,Aviation,H,Research Analyst,Doctorate,Statistics,Delhi,2008.0,Statistics,Delhi,2010.0,Statistics,Bhubaneswar,2017.0,Nagpur,Delhi,1384307,N,D,1,4,0,0,1719309
10108,54466,15,11,Engineering,Bio statistician,Automobile,G,Manager,PG,Sociology,Mumbai,1998.0,Sociology,Mumbai,2000.0,Sociology,Surat,2005.0,Jaipur,Mumbai,2529474,N,A,3,8,1,0,3288316
10109,51591,9,5,Accounts,Project Manager,BFSI,M,Data Analyst,PG,Others,Guwahati,2002.0,Engineering,Guwahati,2004.0,Others,Ahmedabad,2011.0,Mumbai,Lucknow,1084406,N,D,3,3,0,0,1296949
10110,35680,1,1,Others,Bio statistician,Analytics,I,CA,Grad,Others,Bangalore,2012.0,Engineering,Bangalore,2014.0,Psychology,Bangalore,2019.0,Nagpur,Bangalore,571584,Y,B,2,6,0,0,714480
10116,47640,10,0,Others,Business Analyst,Retail,J,HR,PG,Engineering,Surat,2002.0,Engineering,Surat,2004.0,Engineering,Guwahati,2010.0,Nagpur,Chennai,2003561,N,B,5,7,0,0,2604629
10118,40617,1,1,Engineering,Team Lead,Analytics,O,Assistant Manager,Grad,Mathematics,Pune,2011.0,Mathematics,Pune,2013.0,Mathematics,Mumbai,2019.0,Surat,Surat,616345,Y,B,2,5,1,0,770431
10122,58901,17,15,Sales,Sales Execituve,IT,M,Assistant Manager,Doctorate,Engineering,Delhi,1995.0,Engineering,Delhi,1997.0,Others,Nagpur,2003.0,Lucknow,Ahmedabad,2533642,Y,D,6,5,0,0,3263330
10123,48277,25,12,Others,Sales Execituve,Retail,I,Others,Doctorate,Chemistry,Bhubaneswar,1986.0,Chemistry,Bhubaneswar,1988.0,Chemistry,Mumbai,1995.0,Lucknow,Surat,3665530,Y,Key_Performer,6,7,0,0,5131742
10127,44327,2,0,IT-Software,Associate,Telecom,M,Sr.Manager,Grad,Chemistry,Mangalore,2011.0,Chemistry,Mangalore,2013.0,Chemistry,Jaipur,2018.0,Pune,Jaipur,561651,N,D,1,8,0,0,645898
10130,55784,14,7,Sales,Sales Manager,Retail,P,Director,PG,Engineering,Bhubaneswar,1998.0,Engineering,Bhubaneswar,2000.0,Engineering,Delhi,2006.0,Pune,Pune,2530720,Y,A,3,3,0,0,3340550
10133,14928,25,4,HR,CEO,Telecom,H,Others,Doctorate,Botony,Ahmedabad,1988.0,Botony,Ahmedabad,1990.0,Botony,Kolkata,1995.0,Guwahati,Kanpur,2256058,N,C,5,3,0,1,2802024
10137,56736,6,0,Accounts,Project Manager,Automobile,J,Consultant,Grad,Chemistry,Surat,2007.0,Chemistry,Surat,2009.0,Chemistry,Kolkata,2014.0,Bhubaneswar,Bhubaneswar,523874,Y,B,2,8,0,0,670558
10139,13294,10,10,HR,Others,IT,D,Consultant,PG,Sociology,Bangalore,2001.0,Sociology,Bangalore,2003.0,Sociology,Delhi,2010.0,Bangalore,Delhi,2190033,N,D,4,6,2,0,2619279
10141,29171,3,1,Sales,Associate,Retail,K,Web Designer,PG,Chemistry,Nagpur,2010.0,Chemistry,Nagpur,2012.0,Others,Bhubaneswar,2017.0,Lucknow,Ahmedabad,655036,Y,B,3,4,0,0,864647
10142,23318,9,2,Healthcare,Analyst,Others,P,Manager,Doctorate,Others,Delhi,2003.0,Mathematics,Delhi,2005.0,Sociology,Delhi,2011.0,Jaipur,Pune,2114053,Y,A,5,5,0,0,2959674
10144,54141,10,9,Engineering,Sales Execituve,Insurance,B,Marketing Manager,PG,Psychology,Nagpur,2002.0,Psychology,Nagpur,2004.0,Psychology,Jaipur,2010.0,Surat,Nagpur,2009361,N,C,3,4,0,0,2403195
10148,28110,8,8,Education,Others,FMCG,A,Medical Officer,Doctorate,Arts,Jaipur,2003.0,Arts,Jaipur,2005.0,Arts,Jaipur,2012.0,Lucknow,Mumbai,1625867,Y,Key_Performer,4,4,0,0,2367262
10150,21811,2,1,Banking,Analyst,Aviation,A,Consultant,PG,Engineering,Bangalore,2009.0,Engineering,Bangalore,2011.0,Engineering,Surat,2018.0,Nagpur,Kolkata,462219,N,A,1,4,0,0,591640
10151,45770,19,3,Engineering,Project Manager,Training,J,Director,Grad,Engineering,Jaipur,1994.0,Engineering,Jaipur,1996.0,Engineering,Mumbai,2001.0,Lucknow,Kolkata,2208321,N,C,2,6,0,0,2539569
10153,52072,20,0,Analytics/BI,Business Analyst,IT,G,Software Developer,Grad,Chemistry,Mangalore,1994.0,Chemistry,Mangalore,1996.0,Chemistry,Pune,2000.0,Mumbai,Lucknow,2471738,Y,B,2,3,3,0,3163824
10154,17747,17,7,Accounts,Consultant,FMCG,C,Consultant,Doctorate,Mathematics,Mangalore,1994.0,Mathematics,Mangalore,1996.0,Mathematics,Lucknow,2003.0,Jaipur,Delhi,3649116,Y,A,3,4,0,0,5108762
10159,13496,6,6,Sales,Project Manager,Others,M,Software Developer,Doctorate,Economics,Mangalore,2007.0,Economics,Mangalore,2009.0,Economics,Jaipur,2014.0,Guwahati,Kanpur,1769317,Y,A,2,4,0,0,2576125
10161,37817,4,2,Accounts,Financial Analyst,Automobile,L,Network Engineer,PG,Chemistry,Kolkata,2008.0,Chemistry,Kolkata,2010.0,Chemistry,Delhi,2016.0,Bhubaneswar,Surat,651522,N,A,4,6,1,0,880857
10162,32112,19,13,Top Management,CEO,Insurance,I,Assistant Manager,PG,Engineering,Delhi,1995.0,Engineering,Delhi,1997.0,Engineering,Lucknow,2001.0,Surat,Bangalore,2207643,N,A,3,7,1,0,2869935
10164,48137,4,0,Engineering,Bio statistician,Others,P,Director,Doctorate,Others,Jaipur,2008.0,Arts,Jaipur,2010.0,Zoology,Guwahati,2016.0,Bangalore,Delhi,1374461,Y,Key_Performer,4,5,0,0,2001215
10165,40055,5,0,IT-Software,Scientist,Insurance,E,Marketing Manager,Doctorate,Chemistry,Lucknow,2008.0,Chemistry,Lucknow,2010.0,Chemistry,Guwahati,2015.0,Chennai,Lucknow,1109733,Y,B,3,5,0,1,1553626
10166,36670,9,1,Analytics/BI,Financial Analyst,Insurance,C,HR,Grad,Chemistry,Mumbai,2003.0,Chemistry,Mumbai,2005.0,Chemistry,Surat,2011.0,Jaipur,Delhi,1358038,Y,Key_Performer,6,8,0,0,1738288
10167,32870,16,7,Education,Bio statistician,Insurance,E,Research Analyst,Grad,Economics,Surat,1997.0,Economics,Surat,1999.0,Economics,Mumbai,2004.0,Nagpur,Mangalore,1978915,N,B,3,5,2,0,2473643
10170,20861,6,3,Education,Project Manager,FMCG,B,Product Manager,Doctorate,Sociology,Bangalore,2006.0,Sociology,Bangalore,2008.0,Sociology,Bangalore,2014.0,Delhi,Jaipur,1750590,N,D,1,5,0,0,2174232
10172,20368,17,13,IT-Software,Head,Analytics,M,Consultant,PG,Engineering,Jaipur,1996.0,Engineering,Jaipur,1998.0,Engineering,Mumbai,2003.0,Mangalore,Surat,2909891,N,D,5,7,1,1,3480229
10173,28894,17,13,Others,Project Manager,Analytics,B,Data Analyst,Grad,Engineering,Mangalore,1995.0,Others,Mangalore,1997.0,Economics,Pune,2003.0,Chennai,Guwahati,2582983,N,A,3,4,0,0,3228728
10174,54448,25,3,Marketing,Project Manager,Insurance,L,Manager,Grad,Chemistry,Pune,1988.0,Chemistry,Pune,1990.0,Chemistry,Mangalore,1995.0,Nagpur,Lucknow,2537361,N,C,5,8,0,0,2917965
10176,30368,13,3,Education,Project Manager,Training,D,Medical Officer,Doctorate,Psychology,Ahmedabad,1999.0,Psychology,Ahmedabad,2001.0,Psychology,Guwahati,2007.0,Ahmedabad,Ahmedabad,2257039,N,C,3,3,0,0,2803242
10178,43845,7,5,Sales,Bio statistician,Analytics,K,Sr.Manager,Grad,Statistics,Delhi,2004.0,Statistics,Delhi,2006.0,Statistics,Pune,2013.0,Pune,Nagpur,1111550,Y,C,1,7,0,0,1308961
10180,50899,3,2,Sales,Bio statistician,Retail,G,CA,PG,Economics,Lucknow,2009.0,Economics,Lucknow,2011.0,Economics,Mumbai,2017.0,Guwahati,Nagpur,678038,Y,B,2,6,1,0,895010
10181,42952,24,22,Banking,Others,Automobile,B,HR,Doctorate,Mathematics,Jaipur,1989.0,Mathematics,Jaipur,1991.0,Mathematics,Jaipur,1996.0,Kolkata,Chennai,3916066,Y,A,6,4,0,0,5482492
10182,23047,20,0,Others,Project Manager,IT,H,Product Manager,Grad,Engineering,Nagpur,1993.0,Engineering,Nagpur,1995.0,Engineering,Jaipur,2000.0,Pune,Jaipur,2405040,Y,A,4,3,0,0,3078451
10183,55303,21,19,Engineering,Business Analyst,Telecom,J,Sr.Manager,Grad,Chemistry,Bhubaneswar,1991.0,Chemistry,Bhubaneswar,1993.0,Chemistry,Pune,1999.0,Kanpur,Pune,2532534,Y,Key_Performer,5,3,0,0,3241643
10184,40944,7,6,Marketing,Analyst,Automobile,J,Director,Grad,Engineering,Ahmedabad,2007.0,Engineering,Ahmedabad,2009.0,Engineering,Mangalore,2013.0,Chennai,Jaipur,922040,N,C,6,4,0,0,1060346
10186,57190,12,9,Engineering,Project Manager,Training,K,HR,Grad,Economics,Mumbai,1999.0,Economics,Mumbai,2001.0,Economics,Guwahati,2008.0,Chennai,Ahmedabad,1991463,Y,Key_Performer,2,7,0,0,2549072
10187,52941,11,9,Banking,Scientist,Insurance,G,Manager,Grad,Others,Lucknow,2002.0,Zoology,Lucknow,2004.0,Psychology,Lucknow,2009.0,Ahmedabad,Kanpur,1844302,N,B,6,7,0,0,2305377
10189,37830,8,7,Education,Consultant,IT,H,Data Analyst,Doctorate,Statistics,Ahmedabad,2006.0,Statistics,Ahmedabad,2008.0,Statistics,Guwahati,2012.0,Pune,Lucknow,2146078,Y,Key_Performer,6,5,0,0,3124689
10190,21956,24,7,Healthcare,Consultant,Retail,O,Marketing Manager,Grad,Psychology,Mumbai,1990.0,Psychology,Mumbai,1992.0,Others,Lucknow,1996.0,Mumbai,Bangalore,2425641,N,A,5,7,0,0,3032051
10191,38317,19,0,Healthcare,Lab Executuve,Automobile,C,Sr.Manager,Grad,Chemistry,Delhi,1994.0,Chemistry,Delhi,1996.0,Chemistry,Mangalore,2001.0,Mumbai,Kanpur,1955009,Y,Key_Performer,5,3,0,0,2502411
10192,18495,7,6,Marketing,Principal Analyst,Retail,J,Consultant,Doctorate,Others,Surat,2007.0,Chemistry,Surat,2009.0,Chemistry,Lucknow,2013.0,Nagpur,Ahmedabad,1682809,Y,Key_Performer,6,8,0,0,2450169
10193,33690,12,3,Sales,Project Manager,Retail,A,HR,Doctorate,Psychology,Bhubaneswar,2002.0,Psychology,Bhubaneswar,2004.0,Psychology,Surat,2008.0,Chennai,Kanpur,2110327,N,B,2,5,0,0,2848941
10194,49404,23,2,Marketing,Head,BFSI,H,HR,Doctorate,Sociology,Pune,1988.0,Sociology,Pune,1990.0,Sociology,Bangalore,1997.0,Pune,Kolkata,2503174,N,D,5,5,0,1,3108942
10196,46616,11,6,Healthcare,Project Manager,Insurance,P,Marketing Manager,Doctorate,Economics,Surat,2003.0,Economics,Surat,2005.0,Economics,Nagpur,2009.0,Guwahati,Bhubaneswar,1833223,Y,Key_Performer,2,3,0,0,2566512
10200,20775,25,14,Accounts,Business Analyst,Training,P,Consultant,Grad,Mathematics,Guwahati,1988.0,Mathematics,Guwahati,1990.0,Mathematics,Ahmedabad,1995.0,Kolkata,Jaipur,1623231,N,A,5,5,0,0,2029038
10201,11815,5,5,Analytics/BI,Data scientist,Aviation,J,Web Designer,PG,Chemistry,Mangalore,2006.0,Others,Mangalore,2008.0,Sociology,Ahmedabad,2015.0,Bangalore,Lucknow,1492331,Y,Key_Performer,5,4,2,1,2048671
10202,36348,4,1,Marketing,Business Analyst,FMCG,B,CA,PG,Others,Lucknow,2007.0,Sociology,Lucknow,2009.0,Others,Delhi,2016.0,Kanpur,Ahmedabad,1043551,N,A,5,5,0,0,1410880
10204,42193,18,13,Banking,Others,Insurance,A,Consultant,Doctorate,Psychology,Bangalore,1994.0,Psychology,Bangalore,1996.0,Psychology,Mumbai,2002.0,Chennai,Surat,2784419,Y,Key_Performer,3,3,0,0,3898186
10208,22825,2,0,Healthcare,Scientist,BFSI,C,HR,PG,Statistics,Pune,2009.0,Statistics,Pune,2011.0,Statistics,Ahmedabad,2018.0,Lucknow,Delhi,475027,Y,B,3,3,0,0,641286
10210,10235,3,0,Banking,Project Manager,Aviation,L,Assistant Manager,Doctorate,Others,Bhubaneswar,2009.0,Chemistry,Bhubaneswar,2011.0,Sociology,Bhubaneswar,2017.0,Jaipur,Ahmedabad,1212520,N,C,2,7,0,0,1505949
10211,17874,10,8,Education,Sales Execituve,Automobile,P,Manager,Doctorate,Arts,Jaipur,2004.0,Arts,Jaipur,2006.0,Arts,Kolkata,2010.0,Lucknow,Mumbai,1966268,N,A,2,8,0,0,2654461
10212,25259,12,5,Marketing,Consultant,BFSI,L,Research Scientist,Doctorate,Sociology,Lucknow,2000.0,Sociology,Lucknow,2002.0,Sociology,Surat,2008.0,Guwahati,Bhubaneswar,1746082,N,D,4,6,0,0,2168633
10215,46789,11,11,Others,Business Analyst,Insurance,E,Software Developer,Doctorate,Chemistry,Nagpur,2000.0,Chemistry,Nagpur,2002.0,Chemistry,Mumbai,2009.0,Kolkata,Surat,1887752,Y,C,5,3,0,0,2431424
10216,16582,18,11,Accounts,CEO,Aviation,C,Data Analyst,Doctorate,Chemistry,Mangalore,1996.0,Others,Mangalore,1998.0,Economics,Jaipur,2002.0,Bhubaneswar,Kanpur,3821928,N,A,6,3,0,1,5159602
10218,22867,8,2,HR,Senior Researcher,IT,K,Medical Officer,Grad,Botony,Mangalore,2004.0,Botony,Mangalore,2006.0,Botony,Ahmedabad,2012.0,Chennai,Bangalore,1319989,N,B,4,7,0,0,1649986
10219,50279,25,8,Sales,Sales Execituve,Others,M,Marketing Manager,PG,Sociology,Mangalore,1987.0,Sociology,Mangalore,1989.0,Sociology,Bhubaneswar,1995.0,Chennai,Lucknow,2720189,N,B,4,7,1,0,3536245
10220,47085,2,1,Healthcare,Associate,FMCG,D,Manager,Doctorate,Mathematics,Bhubaneswar,2012.0,Mathematics,Bhubaneswar,2014.0,Mathematics,Jaipur,2018.0,Guwahati,Bangalore,690902,Y,B,2,4,0,0,967262
10221,29812,19,1,Healthcare,Others,Aviation,A,CA,Doctorate,Engineering,Surat,1993.0,Engineering,Surat,1995.0,Engineering,Jaipur,2001.0,Chennai,Nagpur,2236426,Y,Key_Performer,5,3,0,0,3130996
10223,48717,8,6,Top Management,Consultant,Telecom,L,Web Designer,Grad,Others,Bangalore,2003.0,Sociology,Bangalore,2005.0,Sociology,Bangalore,2012.0,Chennai,Guwahati,945107,N,A,3,8,4,0,1228639
10224,59231,14,9,Education,CEO,Insurance,F,Product Manager,Doctorate,Zoology,Lucknow,1997.0,Others,Lucknow,1999.0,Botony,Mangalore,2006.0,Pune,Surat,2057907,N,B,4,6,0,1,2778174
